text_id,text,synset_id,synset_word
t0000001394,"Байтагийн баруун урдхантайх, Байтагийн гол гэж байсан санагдана, нэг сайхан тунгалаг голын хөвөөнд хонь хорхоглож, хээрийн хүлээн авалт хийлээ#0000001394",54,хий
t0000001395,"Гэтэл Д.Баяраа ах ""Дүүгээ газардуулахгүй ээ хө, алив ах нь тэвэрчихье"" гээд баруун гараараа#0000001395 цээжээр тэвэрч өөр рүүгээ татсанаа хурхирч эхэллээ",17,гар
t0000001396,Өглөө сэрэхнээ нь заан ахынхаа тэвэрсэн гарт#0000001396  урд орой ямар байрлалтай байсан яг тэр чигээрээ хоножээ,17,гар
t0000001397,"Д.Баяраа ах ""Дүү дажгүй юу"" гээд босч ирэхдээ хүний урманд гараа#0000001397 сэгсэрсэнгүй ээ",17,гар
t0000001398,Жанжаа гуай гэрийнхээ барааг#0000001398 хараад санаа нь амрав уу гэлтэй мод толгойгоо гарган бидоноо сандайлж над руу хараад,15,бараа
t0000001399,Жанжаа гуай гэрийнхээ барааг хараад санаа нь амрав уу гэлтэй мод толгойгоо гарган#0000001399 бидоноо сандайлж над руу хараад,16,гар
t0000001400,"Ил захидалд дурдахдаа таныг төмөр замын дотоод үйл ажиллагаанд хутгалдан орж хүмүүсийг тэр дундаа залуучуудыг удирдлагын нь эсрэг турхираад ажил төрлийг хийлгэхгүй#0000001400 байна гэсэн байх юм? -Намайг хүмүүс мэднэ дээ Би хүмүүсийг тэгж хутгаж үймүүлж, бас тэгээд хүний гараар могой бариулан өөрөө ард нь үлдэж байдаг эр биш гэдгийг",54,хий
t0000001401,"Ил захидалд дурдахдаа таныг төмөр замын дотоод үйл ажиллагаанд хутгалдан орж хүмүүсийг тэр дундаа залуучуудыг удирдлагын нь эсрэг турхираад ажил төрлийг хийлгэхгүй байна гэсэн байх юм? Намайг хүмүүс мэднэ дээ Би хүмүүсийг тэгж хутгаж үймүүлж, бас тэгээд хүний гараар#0000001401 могой бариулан өөрөө ард нь үлдэж байдаг эр биш гэдгийг",17,гар
t0000001402,Ганцхан ажлаа сайн хийхийг#0000001402 л хүмүүсээс шаарддаг байлаа,54,хий
t0000001403,Ер нь хамтарсан байгууллагын дарга хийх#0000001403 их зовлонтой ажил шүү,54,хий
t0000001404,Тэр зөрчлөөс болоод халаа сэлгээ хийгээд#0000001404 л бужигнаад байгаа бололтой,54,хий
t0000001405,"Тодорхой ийм зорилтыг хэрэгжүүлэх ажлыг иж бүрнээр төлөвлөн зохион байгуулах асуудлыг гартаа#0000001405 авч, биечлэн удирдах нь сум нэгдэл, сангийн аж ахуйн удирдлага, мал аж ахуйд мэргэжилтэн нарын хойшлуулшгүй үүрэг мөн",17,гар
t0000001406,"Мөн Бээжин хотноо болох зуны олимпийн наадамд Монголын баг,#0000001406 тамирчдын оролцох спортын төрлийн тоог нэмэгдүүлэх үүднээс олимпийн эрхийн төлөө өрсөлдсөн Монголын такэвондогийн холбоонд таван сая төгрөгийн буцалтгүй тусламж олгосон аж",7,баг
t0000001407,"Ирэх даваа гаригт буюу энэ сарын#0000001407 14-нд тус сан нэг жилийн ойгоо ""Боловсролын хөрөнгө оруулалт Монголд 2008"" сэдвийн дор зохион явуулахаар төлөвлөжээ",43,сар
t0000001408,"Гэтэл түүний ярьсан дээрх асуудлын хариуд ""Чингэсийн монгол төр,#0000001408 бүх ард түмний фронт""-ынхон түүнээс 22 тэрбум ам.доллар нэхэмжилж буйгаа хэвлэлийнхэнд мэдэгдсэн юм",47,төр
t0000001409,Харин долоон настнуудын нэгдүгээр ангид зуугийн#0000001409  доторх үйлдлийг зааж өгөх жишээтэй,29,зуу
t0000001410,"Бүртгэлийг дөрөвдүгээр сарын#0000001410 15-нд эхлүүлэхийг аймаг, сумдад үүрэг болгожээ",43,сар
t0000001411,"Мөн туслах багш нар нүүр#0000001411 гараа угааж, үсээ самнаж чадахгүй байгаа хүүхдүүдийг асран халамжлах аж",39,нүүр
t0000001412,"Мөн туслах багш нар нүүр гараа#0000001412 угааж, үсээ самнаж чадахгүй байгаа хүүхдүүдийг асран халамжлах аж",17,гар
t0000001413,"Дашрамд дуулгахад, энэ хичээлийн жилийн бага ангийн хичээл ирэх тавдугаар сарын#0000001413 15 гэхэд хаагдах бөгөөд зургадугаар сарын 1-нд ерөнхий боловсролын сургуулиуд бүхэлдээ амрах төлөвлөгөөтэй байна",43,сар
t0000001414,"Дашрамд дуулгахад, энэ хичээлийн жилийн бага ангийн хичээл ирэх тавдугаар сарын гэхэд хаагдах бөгөөд зургадугаар сарын#0000001414 1-нд ерөнхий боловсролын сургуулиуд бүхэлдээ амрах төлөвлөгөөтэй байна",43,сар
t0000001415,"Хөөрхий иргэний гарыг#0000001415 ард нь хүлж, гудамжинд гарган чирч байхад Дорж ирэв",17,гар
t0000001416,"Хөөрхий иргэний гарыг ард нь хүлж, гудамжинд гарган#0000001416 чирч байхад Дорж ирэв",16,гар
t0000001417,"хотын төвөөр алхаж явахад ""Эгшиглэн"" хөгжмийн зэмсгийн дэлгүүр гэсэн хаяг нүднээ#0000001417 тусдаг",37,нүд
t0000001418,"Боловсон хүчнийг гол#0000001418 төлөв хувийн хэрэг анкетаар судалж, дээрээс тохоон томилж байснаас хөдөлмерийн хамт олон дотроосоо боловсон хүчин дэвшүүлэхэд идэвхтэй оролцож чаддаггүй бөгөөд зарим тохиолдолд гаж буруу үйлдлээрээ нэр төрөө хугалж хэрэг дээрээ удирдах ажилд үлдэх ёс суртахууны эрхээ алдсан албан тушаалтныг уул тушаалд нь удаан жилээр байлгах, эсвэл мөн тэр хэмжээний ажилд шилжүүлж тавьдаг арга барил бүр зуршил болсон байлаа",19,гол
